x,y
0.0,0.0
0.8838834764831844,0.8716334764831843
1.7677669529663689,1.7187669529663687
2.6516504294495538,2.541400429449553
3.5355339059327378,3.339533905932737
4.419417382415922,4.113167382415921
5.3033008588991075,4.862300858899107
6.187184335382292,5.58693433538229
7.0710678118654755,6.287067811865475
7.95495128834866,6.962701288348658
8.838834764831844,7.613834764831843
9.722718241315029,8.240468241315027
10.606601717798215,8.842601717798212
11.490485194281398,9.420235194281396
12.374368670764584,9.973368670764579
13.258252147247767,10.502002147247763
14.142135623730951,11.006135623730948
15.026019100214137,11.485769100214133
15.90990257669732,11.940902576697315
16.793786053180504,12.371536053180499
17.67766952966369,12.777669529663685
18.561553006146873,13.15930300614687
19.445436482630058,13.516436482630052
20.329319959113246,13.84906995911324
21.21320343559643,14.157203435596424
22.09708691207961,14.440836912079607
22.980970388562795,14.699970388562791
23.86485386504598,14.934603865045975
24.748737341529168,15.144737341529158
25.632620818012352,15.330370818012343
26.516504294495533,15.491504294495526
27.400387770978718,15.62813777097871
28.284271247461902,15.740271247461894
29.16815472394509,15.827904723945078
30.052038200428274,15.891038200428264
30.935921676911455,15.929671676911447
31.81980515339464,15.94380515339463
32.703688629877824,15.933438629877813
33.58757210636101,15.898572106360998
34.47145558284419,15.83920558284418
35.35533905932738,15.755339059327369
36.23922253581057,15.646972535810555
37.123106012293746,15.514106012293738
38.00698948877693,15.356739488776924
38.890872965260115,15.174872965260104
39.7747564417433,14.96850644174329
40.65863991822649,14.737639918226478
41.54252339470967,14.482273394709654
42.42640687119286,14.202406871192842
43.31029034767604,13.898040347676023
44.19417382415922,13.569173824159211
45.07805730064241,13.215807300642389
45.96194077712559,12.837940777125581
46.84582425360878,12.435574253608763
47.72970773009196,12.008707730091949
48.613591206575144,11.557341206575131
49.497474683058336,11.08147468305831
50.38135815954151,10.5811081595415
51.265241636024705,10.05624163602468
52.14912511250788,9.50687511250787
53.033008588991066,8.93300858899105
53.91689206547426,8.334642065474227
54.800775541957435,7.711775541957415
55.68465901844063,7.0644090184405925
56.568542494923804,6.392542494923781
57.45242597140699,5.696175971406973
58.33630944789018,4.975309447890147
59.22019292437336,4.229942924373347
60.10407640085655,3.460076400856522
60.987959877339726,2.665709877339708
61.87184335382291,1.8468433538228908
62.7557268303061,1.0034768303060702
63.63961030678928,0.13561030678925334
